DEGC1PV,DEGC2PV,DEGC3PV,DEGC4PV,DEGC5PV,DEGC6PV,DEGC1SV,DEGC2SV,DEGC3SV,DEGC4SV,DEGC5SV,DEGC6SV,NM3/H.1PV,NM3/H.2PV,NM3/H.3PV,NM3/H.4PV,NM3/H.5PV,NM3/H.6PV,NM3/H.1SV,NM3/H.2SV,NM3/H.3SV,NM3/H.4SV,NM3/H.5SV,NM3/H.6SV,TEMP,FC1,FC2,FC3,FC4,FC5,FC6,mmH2O
1049.5,1036.5,1261.1,1193,1180.2,1150.6,1005,1070,1215,1205,1150,1245,2489,2935,2937,7598,1915,5476,2495,2943,2880,7554,1916,5457,519.4,9.1,13.1,15.7,20,8.9,41,601
637,642.5,720.7,702.2,694.9,692.2,1005,1070,1210,1210,1140,1245,2320,2414,2947,4252,2073,1609,2200,2300,2239,2562,1298,1400,513.9,8,7.6,15,15,10,6,599
1018.6,1067.8,1217.2,1209.6,1137.7,1163.7,1005,1070,1220,1210,1140,1245,2147,2303,4157,11727,1677,6026,1942,2235,4001,11352,1591,5709,519.6,8,7,17.6,26.3,4.5,41.9,600
998.4,1012.6,1219.1,1204,1141.7,1161.6,1005,1070,1215,1200,1140,1130,3003,3861,2700,12254,2074,5405,3243,3974,2942,12872,2211,5901,517.6,12.5,13.5,18.5,31.8,12,42.9,623
1001.9,1061.2,1222.1,1210.4,1133.8,1157.4,1005,1070,1220,1210,1140,1245,3534,4231,5090,14920,2759,6538,3535,4169,5118,14801,2811,6548,545.4,17.6,14.8,22.1,37.5,19.8,49.4,601
1030.1,1041.6,1247.1,1211,1189.2,1166.4,1005,1070,1215,1200,1150,1130,2079,2569,2713,4866,1463,4496,1820,2353,2122,4744,1179,4485,510.3,7,7.9,15,14.2,3,34,620
831.9,839.3,926.6,924.4,960.8,918.4,1005,1070,1210,1210,1140,1245,2105,2381,3126,3733,1520,3959,2200,2300,2239,2615,1516,3958,480.8,8,7,15,12,3,29.1,600
1006.3,1062.3,1220.1,1210.4,1141.2,1165.7,1005,1070,1220,1210,1140,1245,3558,4076,4323,13167,1957,6541,3535,4169,4313,13087,1965,6548,548.5,16.2,15.4,19.1,32.6,10.7,50,596
947.9,1045.6,1222.4,1194.2,1144.8,1148.9,1005,1070,1220,1200,1145,1130,2857,3423,5514,10628,2856,5965,2290,2872,4951,9915,2469,5141,550.9,12,13.1,22,27.5,20.1,45.9,506
823.3,833.5,925.1,920.4,959.1,916.8,1005,1070,1210,1210,1140,1245,2105,2426,3177,3791,1538,3960,2200,2300,2239,2615,1516,3958,471,8,7,15,12,3,29.2,599
885.3,897.7,986.7,979.8,1048.6,989.3,1005,1070,1210,1210,1140,1245,1994,2279,2978,3052,1515,4352,2200,2300,2239,3050,1516,4317,510.4,8,7.1,15,11.5,3.4,31.5,602
820.4,825.3,918.5,915.3,952.8,901.4,1005,1070,1210,1210,1140,1245,2138,2420,3194,3804,1558,3966,2200,2300,2239,2615,1516,3958,462.8,8,7,15,12,3,29,602
1049.7,1050.7,1244.1,1207.4,1174.6,1138.9,1005,1070,1215,1200,1150,1130,1908,2246,2567,4574,1439,4291,1765,2207,2079,4700,1175,4287,533.5,7,7,15,16.3,3,32.7,620
994.7,1062.3,1221,1215.1,1141.6,1168.7,1005,1070,1220,1210,1140,1245,3489,4154,4915,13757,1952,6542,3535,4169,4788,13546,1940,6548,528,13.9,17.2,20.1,32.2,9.6,47.8,599
992.6,1017,1214.5,1205.5,1158,1186.6,1005,1070,1215,1200,1150,1130,3359,4196,5110,13617,2646,6365,3333,4169,5157,13606,2586,6361,519.7,15.1,14.3,23.3,33.2,16.5,46.6,621
1007.3,996.9,1200.5,1153.6,1154.3,1087.9,1005,1070,1220,1200,1150,1130,1689,2094,2256,6006,1306,4606,1604,1892,1832,6101,1193,4617,528.4,8,7,15,19.8,3,38,499
712.8,658.7,901.6,886.3,896.8,818.7,1005,1070,1210,1210,1140,1245,2390,2638,3565,4011,1730,3871,2200,2300,2239,3399,1516,3958,351,8,7.6,15,12,3,26.2,600
1010.8,1064,1237.4,1205.9,1172.9,1174.7,1005,1070,1220,1205,1150,1245,2297,2790,3001,7358,2289,6099,2317,2914,3119,7468,2299,6174,564.1,14.6,11.3,18.9,23,15,48.9,592
1019.8,1040.5,1215.3,1201.4,1151.4,1158.6,1005,1070,1215,1205,1150,1245,2533,2933,2906,10375,1913,5458,2495,2943,2910,10452,1916,5457,572.5,13.9,13.9,16.7,29.9,11.3,44.8,601
1044.2,1004.1,1221.9,1202,1158.4,1155,1005,1070,1210,1200,1145,1130,2368,2816,2080,7209,1631,5086,2133,2675,1670,6906,1625,5012,526.7,8.5,9.3,15,19,5,36.3,623
726.3,711.1,801.5,794.4,853.4,774.1,1050.2,1070,1200,1180,1120,1100,2320,2902,2469,4353,1901,3774,2303,2897,2484,4224,1900,3778,418.6,10,10.1,9.9,13.6,8.3,30.4,498
934.7,981.8,1049,1068,1109.1,1091.7,1005,1070,1220,1210,1150,1245,2010,2301,2898,2487,1383,3598,1942,2235,2479,2500,1298,3598,554,8,8,15,11.4,3,29.4,600
974.1,1015.5,1208.9,1181,1148.7,1163.6,1005,1070,1215,1200,1150,1130,3132,3923,2572,14183,1652,5772,3161,3952,2297,14050,1660,5761,517.5,11.8,13.5,15,32.8,6,42.9,620
907.7,929.5,1018.8,1010.2,1086,1025.8,1005,1070,1210,1210,1140,1245,1929,2347,2938,2892,1514,4685,2200,2300,2239,3050,1516,4677,522,8,8.2,15,13.6,3.7,34.1,600
1024.9,1019.6,1224.1,1194.7,1151.6,1153.1,1005,1070,1215,1200,1140,1130,2622,3342,2667,9795,1449,4690,2492,3151,2110,9423,1225,4408,529.3,9.5,10.2,15,24,3,33.1,619
999.5,1072,1222.5,1214.2,1145.1,1175.7,1005,1070,1220,1210,1140,1245,3528,4181,5317,14573,2564,6539,3535,4169,5340,14458,2528,6548,537.5,16.1,17.7,22.1,34.2,15.8,48.4,602
992.6,1056.3,1223.2,1195.5,1145.5,1183.4,1005,1070,1220,1195,1150,1130,3529,3914,6736,14033,4261,6546,3535,3930,6695,13980,4269,6548,518.9,17.9,17.5,28.6,37.1,38,52.5,500
1039.7,1056.2,1223,1189,1154,1174.9,1005,1070,1220,1200,1150,1130,3164,3935,4370,14867,1604,6502,3333,4169,4492,14817,1677,6735,497.2,12.2,14.9,22.4,34.3,6.1,49.1,616
767.9,771.4,893.8,882,883.9,811.7,1050.2,1070,1200,1180,1120,1100,2018,2883,2224,3712,1855,4208,1406,2897,1507,3486,1771,4206,431.9,10,8.8,8,13,8,33.7,499
1126.1,1066.7,1245.1,1180.4,1160.8,1116.4,1005,1070,1180,1180,1160,1130,1918,2032,1797,2569,1311,4475,1548,1784,1454,2615,1312,4485,537,8,7,15,13.5,4.3,38.2,500
998.7,995.2,1226.2,1168.1,1159.6,1105,1005,1070,1220,1200,1160,1130,1922,2116,2177,6133,1411,4623,1604,1893,1754,6101,1414,4617,527.7,8,7,15,19.2,4.6,37.4,500
1011.5,1024.9,1216.1,1171.7,1134,1149.3,1005,1070,1215,1200,1140,1130,3315,4110,2582,14081,1998,5709,3093,3902,2065,13750,2006,5604,532.8,11.3,13.6,15,32.1,10.3,41.6,620
993.1,1024.9,1221,1188.6,1153.6,1151.9,1005,1070,1215,1200,1150,1130,2986,3685,2573,12255,1682,6109,3203,3932,2158,12944,1678,6080,521.5,14.6,14.9,15,32.6,6.4,44.9,617
886.1,904,993.4,983.8,1053.7,994.1,1005,1070,1210,1210,1140,1245,1977,2275,2985,3048,1518,4288,2200,2300,2239,3050,1517,4317,512.7,8,7.4,15,12.6,3.5,31.9,600
1013.9,1011.5,1216.6,1200.2,1149,1169.6,1005,1070,1215,1200,1140,1130,2833,3592,2704,10508,1720,4952,2787,3455,2359,10853,1661,4995,523,10,11.6,15,27.6,5.2,36.9,621
1030.2,1011.8,1225.3,1159.8,1166.3,1179.4,1005,1070,1220,1190,1160,1230,3516,3734,4267,10460,2446,6114,3197,3483,4299,10422,2353,5866,562.7,16.3,17.2,23.7,30.9,19.5,52.9,503
726.4,711.8,795,787.9,843,768.1,1050.2,1070,1200,1180,1120,1100,2279,2921,2488,4202,1899,3779,2303,2897,2484,4224,1900,3778,422,11.8,9.2,8.9,14.6,8.2,30,498
728,712.8,793.5,791.8,842.3,767.7,1050.2,1070,1200,1180,1120,1100,2251,2896,2489,4219,1897,3770,2303,2897,2484,4224,1900,3778,421.6,12.2,9.9,10.4,14.2,8.3,30.4,499
775.6,718.5,863.1,866.8,663.9,626.2,1005,1070,1215,1200,1140,1130,2728,2340,2728,7752,1597,3299,2600,2200,2001,2450,1600,3298,501.4,9.6,7,15,20.2,4.2,24.2,620
996.6,1035.5,1204.6,1165.3,1122.2,1135.6,1050.2,1070,1210,1200,1110,1100,1868,2572,3573,6487,4243,6362,1406,2405,3846,6623,4287,6504,498.1,10,7,16.6,20.2,36.2,51.3,497
1001.2,1007.8,1218.8,1173.9,1152,1139.3,1005,1070,1220,1190,1160,1230,2921,3145,3733,10674,2463,6097,3421,3620,4023,11152,2621,6532,518.1,17.1,15.9,21.9,31.4,19.3,53.1,500
948.6,1040.8,1193.4,1190.9,1132.8,1150.5,1005,1070,1215,1205,1150,1245,2484,2906,5037,10538,2464,5618,2495,2943,5039,10459,2463,5612,522.7,9.8,11.3,20.8,25.7,15,43.1,599
966.5,1012.1,1186.9,1178.4,1148.8,1171.1,1005,1070,1215,1200,1150,1130,3293,4116,3349,14729,1777,6065,3333,4169,3625,14817,1790,6080,514.5,14.6,16.2,20.7,36.7,7.6,45.1,616
1016.7,1007.3,1210.3,1188.6,1128.5,1150.3,1005,1070,1210,1200,1145,1130,3255,4171,4891,14000,2006,6113,3230,4097,4783,13560,2221,6327,507.5,14.1,15.8,20.7,31.6,12.9,46.2,620
906.9,928.1,1016.7,1008.4,1089.4,1026.2,1005,1070,1210,1210,1140,1245,1930,2329,2945,3022,1518,4674,2200,2300,2239,3050,1516,4677,521.2,8,9.1,15,12.6,3.6,34,600
1043.9,1030.6,1233.2,1197.5,1194.2,1159.9,1005,1070,1215,1200,1150,1130,1981,2309,2730,4261,1464,4492,1765,2207,2212,4129,1182,4485,515.5,7,7,15,12.9,3,34.2,624
992.1,1043.2,1216.7,1206.5,1148.6,1118.9,1005,1070,1215,1205,1150,1245,2506,2953,2985,10365,1917,4917,2495,2943,2880,10434,1916,4911,572.9,14.8,13.8,16.9,29.4,11.2,41.1,599
902.2,922.9,1014.4,1005.4,1047.5,1004.4,1005,1070,1210,1210,1140,1245,1921,2317,2930,3066,1479,3593,2200,2300,2239,3050,1198,3598,523.1,8,7.1,15,12.8,3,26.8,600
757.4,769.9,882.1,871.5,879.3,808.2,1050.2,1070,1200,1180,1120,1100,2291,2884,2471,3713,1848,4200,2303,2897,2484,3486,1775,4206,431.6,11.5,8.8,9.1,13,8,33.7,500
821.6,896,1079.6,1075.6,1007.3,1041.6,1005,1070,1215,1200,1140,1130,9726,12146,10909,13035,5244,7430,10331,12668,10933,13119,5466,7836,465.3,32.7,43.5,35.1,27.7,39.9,50.6,729
1056.5,1016.4,1221.2,1188.5,1150.3,1154.9,1005,1070,1220,1190,1160,1230,2698,2960,3667,6565,1924,5512,2512,2676,3004,6682,2002,5528,521.8,8.7,9.4,18,21.2,12.1,44.9,501
1000.7,1032.8,1226.1,1215.2,1147.4,1175.3,1005,1070,1220,1210,1140,1245,3561,4276,4274,13729,2264,6555,3535,4169,4174,13614,2210,6548,550.7,17,16.4,18,33.8,13,48.3,602
1017.9,1003.5,1241.3,1181.5,1162.7,1106.9,1005,1070,1220,1200,1160,1130,1928,2076,2176,6120,1328,4615,1604,1892,1760,6101,1312,4617,534.9,8,7,15,19.9,3.2,37.5,501
1040.9,1055.2,1234.1,1199.1,1158.7,1104.7,1005,1070,1210,1200,1140,1130,1757,2096,2377,5669,1327,4620,1604,1766,1923,5743,1080,4624,503.6,8,7,15,18.7,3,37,498
993.4,1065.7,1221.8,1210,1144.4,1175.3,1005,1070,1220,1210,1140,1245,3545,4168,5426,14726,2620,6586,3535,4169,5519,14805,2578,6548,520.8,12.1,13.9,23.8,36.7,16.4,47.7,602
784.8,776.4,880,862.9,872.3,797.8,1050.2,1070,1200,1180,1120,1100,2282,2898,2492,3791,1847,4205,2303,2897,2484,3486,1774,4206,428.7,12.1,8.4,10,13,8,33.6,500
965.9,1010.1,1182.9,1184.3,1149,1173,1005,1070,1215,1200,1150,1130,3313,4161,4173,14821,1801,6081,3333,4169,4280,14817,1803,6080,513.3,14.7,16.3,20.5,36.3,7.7,45.1,615
1057.3,1054.3,1231.8,1185.8,1182.9,1129.9,1005,1070,1215,1200,1150,1130,1908,2237,2516,3952,1429,4388,1765,2207,2038,4056,1177,4485,539.7,7,7,15,14.4,3,34,617
669.7,537.3,862.6,820.1,912.9,761.5,1005,1070,1210,1210,1140,1245,2429,2675,3581,4013,1756,2515,2200,2300,2239,3399,1516,2518,338.8,8,7.6,15,12,3,12.9,600
1000.5,1058.1,1216.1,1206.8,1136.1,1159.3,1005,1070,1220,1210,1140,1245,3519,4139,5517,14833,1950,6548,3535,4169,5401,14817,1963,6548,519.7,11.6,14.9,21.4,35.5,9.4,47.5,601
1093.6,1081.4,1237.5,1194.5,1163.4,1104.5,1005,1070,1200,1190,1160,1130,1958,2085,2161,4322,1351,4619,1871,2018,1756,4418,1326,4617,528.1,8,7.9,15,16.9,3.5,38.1,503
997.6,1067.8,1230.1,1199.4,1163.5,1150.3,1005,1070,1220,1195,1150,1130,2532,3208,3922,9185,2169,4626,2428,2901,3959,9201,2004,4432,527.6,12.6,11.5,20.6,26.4,11.9,36.7,499
700.4,586.7,883.7,842.2,936.3,793.8,1005,1070,1210,1210,1140,1245,2428,2677,3601,4019,1756,2519,2200,2300,2239,3399,1516,2518,342.8,8,7.6,15,12,3,12.9,601
710.5,675.9,709.5,680.3,678.3,665.5,1005,1070,1215,1200,1140,1130,2598,2465,2720,3205,1599,3314,2600,2200,2001,2450,1600,3298,487.4,9.2,7,15,12,4,24.1,619
1047,1061.8,1227.3,1194.8,1156.9,1175.4,1005,1070,1215,1200,1150,1130,3201,4053,3555,13289,1549,6183,2998,3762,3668,13326,1497,5997,496.9,11.3,13.1,19.2,31.8,3.4,43.4,619
1030.1,1041.6,1247.1,1211,1189.2,1166.4,1005,1070,1215,1200,1150,1130,2079,2569,2713,4866,1463,4496,1820,2353,2122,4744,1179,4485,510.3,7,7.9,15,14.2,3,34,620
727,704.9,799.6,791.9,847.1,771.4,1050.2,1070,1200,1180,1120,1100,1801,2559,2017,2994,1417,3889,1300,1492,1500,2231,1100,3778,411.4,10,7,8,13,8,38.6,296
1029.3,1044.3,1232.7,1196.1,1169.7,1141.3,1005,1070,1215,1205,1150,1245,2465,2902,2888,8323,1910,5449,2495,2943,2880,8530,1916,5457,549.8,13.8,13.1,15.6,24.6,9.4,42.1,595
1025.4,1001.3,1224,1167.3,1164,1091,1005,1070,1220,1200,1160,1130,1646,2051,2050,5874,1256,4479,1604,1777,1660,5927,1205,4485,530,8,7,15,19.9,3,38.8,505
1001.5,1055,1220.3,1212.5,1141.2,1162.9,1005,1070,1220,1210,1140,1245,3529,3982,3792,14105,2263,6513,3535,4169,3905,13995,2256,6548,544.2,18.3,18.8,21.2,36.5,14.3,50.9,596
534.3,529.5,617.8,589,591.4,580.5,1005,1070,1210,1210,1140,1245,2338,2499,3143,4481,2158,1670,2200,2300,2239,2562,1298,1400,444.5,8,7.6,15,15,10,6,600
870.1,853.9,1103.3,1077.6,1055.2,1004.8,1005,1070,1215,1200,1140,1130,2604,2283,2566,4218,1702,4292,2600,2200,2001,4261,1700,4287,487.2,9.7,7,15,14.5,5.8,31.6,600
1023.8,1066.3,1220,1186.1,1161.4,1102.5,1005,1070,1220,1200,1160,1130,1908,2026,2129,6528,1259,4491,1987,2058,1798,6982,1055,4712,558.2,8.4,7.2,15,23.1,3,39.4,498
1005,1025,1211.2,1173.4,1158.2,1179,1005,1070,1220,1200,1150,1130,3371,4185,4218,14689,1716,6557,3333,4169,4337,14817,1657,6548,498.5,12.3,14.1,21.7,35.9,5.6,46.8,620
1021.8,1017.8,1221.3,1205.2,1157.7,1156.1,1005,1070,1210,1200,1145,1130,2015,2677,2126,7559,1705,5248,2009,2611,1628,7058,1544,4764,511.2,10.3,10.4,15,17.9,3.8,34.3,619
813.4,826.1,951.4,936.5,949.9,898,1005,1070,1210,1210,1140,1245,2196,2481,3274,4131,1573,3930,2200,2300,2239,4000,1516,3958,438,8,7,15,12,3,28.6,599
1080.6,1091.5,1256.9,1209.7,1166.1,1134.9,1005,1070,1215,1205,1150,1245,2160,2371,2860,5079,1913,5047,2246,2634,2592,5285,1916,5067,548.8,8.9,10.6,15,17,9.2,39.4,597
1024.9,1019.6,1224.1,1194.7,1151.6,1153.1,1005,1070,1215,1200,1140,1130,2622,3342,2667,9795,1449,4690,2492,3151,2110,9423,1225,4408,529.3,9.5,10.2,15,24,3,33.1,619
1124.2,1134.1,1314.6,1259.6,1263.2,1266.2,1005,1070,1250,1230,1250,1245,2211,2471,3803,5367,3162,5052,1870,2002,3035,4713,3077,5037,533.9,8,7.6,18,13.4,23.2,41.2,602
1030.4,1045.1,1226.8,1184.8,1156.2,1176.5,1005,1070,1220,1200,1150,1130,3369,4189,4877,14702,1679,6737,3333,4169,4764,14695,1680,6735,499,13.4,15.6,20.3,35.9,6.1,48.7,623
996.5,1037.5,1220.1,1208.6,1141.1,1168.5,1005,1070,1220,1210,1140,1245,3534,4160,4636,13914,2607,6537,3535,4169,4618,14050,2595,6548,547.4,16.9,17.9,19.5,35.4,16.6,48.1,602
733.9,719.3,806.2,810.8,830.5,759.5,1050.2,1070,1200,1180,1120,1100,2330,2906,2523,4311,1902,3775,2303,2897,2484,4300,1900,3778,425,12.6,10,8.6,15.7,8.2,30.3,502
994.8,1067.3,1225.3,1213.4,1150.8,1180.5,1005,1070,1220,1210,1140,1245,3526,4100,5355,14634,2392,6550,3535,4169,5351,14661,2313,6548,520.3,12.1,14.7,21.5,36.1,13.4,47.7,597
989.9,1035.5,1189.9,1145.4,1083.6,1113.1,1050.2,1070,1210,1200,1100,1100,1856,2591,5860,6579,5159,7348,1406,2430,5535,6240,4955,7058,481.9,10,7,18.4,17,42.3,54.7,500
983.1,1056.1,1202.3,1186.7,1140.1,1187.3,1005,1070,1220,1200,1145,1130,3169,3912,7135,13970,4268,6552,3232,3930,7139,13993,4269,6548,526.4,16.5,18.2,30,39.3,38.1,53.3,500
1075.9,1061.1,1252.9,1232,1177.1,1157.1,1005,1070,1250,1230,1250,1245,2340,2145,2538,4596,1515,5034,1893,1892,2060,4616,1516,5037,521.4,8,7,15,15,3.9,38.5,600
1075.7,1073.6,1231.4,1175.7,1186,1099.9,1005,1070,1200,1180,1160,1130,1992,2076,2086,3934,1307,4282,1871,2018,1695,3912,1066,4287,534.9,8,7,15,15.3,3,35.1,499
1054.5,1053.2,1228.5,1182.9,1183,1127.7,1005,1070,1215,1200,1150,1130,1922,2227,2509,4210,1431,4463,1765,2207,2036,4352,1177,4485,539.8,7,7,15,15.6,3,34.4,619
1007.1,1032.1,1219.1,1185.9,1156.2,1177.9,1005,1070,1215,1200,1140,1130,3339,4167,2611,13749,1574,5660,3101,3910,2094,13783,1554,5618,527.1,11.9,13.9,15,33.9,4.6,41.7,623
474.1,455.9,553,524.4,525.7,509.9,1005,1070,1210,1210,1140,1245,2356,2630,3479,4907,2382,1857,2200,2300,2239,2562,1298,1400,344.7,8,7.6,15,15,10,6,599
968.6,1048.4,1206.3,1187.9,1135.3,1134.4,1005,1070,1220,1200,1140,1130,2712,3089,5922,11978,2053,5892,2879,3351,6359,12465,2242,6316,528.8,16.4,14.6,30.5,36.8,16.7,53,501
1027.4,1012.7,1226.6,1208.9,1162.8,1147.4,1005,1070,1210,1200,1145,1130,1995,2543,2128,6194,1504,4620,2058,2415,1839,6891,1576,4862,515.8,9.6,7.8,15,21.2,3.9,35.3,615
909.3,904.9,1133.7,1106.6,1082.1,1024,1005,1070,1215,1200,1140,1130,2606,2256,2373,4110,1701,4323,2600,2200,2001,4261,1700,4287,505.8,10.8,7,15,15.3,6.6,32.3,602
837.7,842.1,928.8,926.8,962.5,922.4,1005,1070,1210,1210,1140,1245,2091,2402,3116,3629,1515,3956,2200,2300,2239,2615,1516,3958,485.8,8,7,15,12,3.1,29.3,600
760.7,770.3,880,866.6,877.2,806.6,1050.2,1070,1200,1180,1120,1100,2284,2884,2487,3713,1845,4197,2303,2897,2484,3486,1774,4206,431.5,11.4,8.7,9,13,8,33.6,500
1068.3,1054.5,1262.2,1226.2,1156.6,1167.9,1005,1070,1260,1240,1160,1230,2924,3138,4129,8346,2712,6680,2972,3198,3355,8683,2758,6734,531.9,15.4,14.3,18,23.3,18.4,50.4,596
998,1013.8,1218.8,1205.8,1139.5,1166,1005,1070,1215,1200,1140,1130,3097,3953,2786,11696,2045,5403,2978,3659,2775,11942,2032,5375,516.8,10.7,12.8,15.4,30,9.5,38.7,618
886.7,881.3,1114,1088.5,1067.1,1012.2,1005,1070,1215,1200,1140,1130,2661,2241,2548,4269,1702,4313,2600,2200,2001,4261,1700,4287,502.5,11.4,7,15,14.8,6,31.7,599
1012.8,1026.5,1217.2,1197.8,1190.1,1139.9,1005,1070,1210,1200,1145,1130,1960,2210,2187,6612,1410,4289,1836,2295,1782,6844,1435,4429,538.4,7,7.4,15,20,3.5,34.3,619
838.8,845,929.5,927.9,965,924.1,1005,1070,1210,1210,1140,1245,2074,2360,3087,3615,1518,3956,2200,2300,2239,2615,1516,3958,488.1,8,7,15,12,3,29.4,600
844.8,820.8,990,947.2,901.1,831.8,1050.2,1070,1200,1180,1120,1100,1926,2878,2247,4762,1832,4207,1406,2897,2181,4820,1768,4206,434.3,10,9.4,8,15.5,8,33.7,500
730.2,715.2,801.6,795.1,849.9,772.4,1050.2,1070,1200,1180,1120,1100,2301,2888,2482,4221,1900,3778,2303,2897,2484,4224,1900,3778,421,10.3,8.9,9.3,14.5,8.3,30.4,499
730.6,715.7,920.8,906.6,928.6,852.3,1005,1070,1210,1210,1140,1245,2193,2510,3143,3565,1580,3973,2200,2300,2239,3486,1516,3958,356,8,7.6,15,12,3,28.8,500
1005.1,1006.5,1207,1187.2,1144.9,1152.7,1005,1070,1210,1200,1145,1130,3260,3915,4641,13362,1858,5699,3324,4067,4882,13956,1965,6063,511.6,12.3,14.3,23.4,36,9.6,44.4,616
963.8,1019.4,1207.5,1190,1151.9,1184.1,1005,1070,1215,1200,1150,1130,3350,4144,7145,14871,2647,6570,3333,4169,7139,14817,2627,6548,495.8,12.1,14.2,28,35.4,16.3,47.7,621
1044,1064.5,1208.1,1194.7,1185.1,1161.8,1005,1070,1210,1200,1145,1130,2472,3182,3378,7457,1571,4830,2230,2842,2453,7094,1479,4555,486.1,10.2,10.3,14.7,18.7,3.6,34.4,621
883.6,895.2,983,973.5,1047.9,989.8,1005,1070,1210,1210,1140,1245,2003,2337,2973,3073,1516,4297,2200,2300,2239,3050,1516,4317,509.5,8,7,15,11.9,3.4,31.9,598
992.5,1058.7,1223.6,1200,1162.5,1183.6,1005,1070,1220,1195,1150,1130,2683,3333,5601,12023,3424,5565,3036,3512,6023,12599,3613,5939,521.2,15.7,15,29.7,35,30.5,47.2,497
1037.9,1069,1248.1,1217.6,1165.9,1173.4,1005,1070,1220,1210,1140,1245,3510,4184,4055,10947,1688,6579,3510,4169,4051,10725,1667,6498,520.3,12.1,15.4,19.4,26.1,6.5,48.8,606
1015.6,1047.2,1216.7,1184.4,1161.3,1187.4,1005,1070,1215,1200,1150,1130,3313,4130,4841,14893,1893,6387,3333,4169,4830,14817,1808,6361,501,12.2,14.8,20.7,35,7.4,46.1,620
1009.4,1002,1223.3,1176.2,1145.9,1158.9,1005,1070,1210,1200,1145,1130,2797,3480,1867,12786,1983,6064,2968,3643,1897,13196,1971,6080,549.6,14.7,14.3,15.4,34.8,10,45,619
734.7,723.6,924.7,912.4,932.7,858.6,1005,1070,1210,1210,1140,1245,2182,2484,3138,3559,1574,3951,2200,2300,2239,3486,1516,3958,358.1,8,7.6,15,12,3,28.9,500
977.2,959.9,996.2,981.9,997.7,954.1,1005,1070,1210,1210,1140,1245,1790,2350,2679,2181,1405,3585,2200,2300,2239,2283,1134,3598,538.2,8,9.4,15,10,3,28.4,601
740.8,730.8,929.9,915.4,935.5,864.7,1005,1070,1210,1210,1140,1245,2185,2586,3145,3653,1574,3931,2200,2300,2239,3486,1516,3958,361,8,7.6,15,12,3,28.8,507
998.3,1034.4,1223.7,1212.8,1146,1174.6,1005,1070,1220,1210,1140,1245,3539,4243,4295,13766,2346,6518,3535,4169,4298,13787,2305,6548,550.2,17.2,17.1,19.4,34.9,13.9,48.4,597
1070.5,1071.7,1243.2,1192,1160.5,1102.4,1005,1070,1210,1200,1140,1130,1661,2069,2285,4812,1303,4605,1604,1770,1855,4845,1067,4624,540,8,7,15,16.8,3,38.1,499
1005,1064,1218.9,1208.1,1142.7,1170.1,1005,1070,1220,1210,1140,1245,3521,4157,4802,13517,2406,6538,3535,4169,4761,13447,2389,6548,520.8,12.5,17.4,19.3,31.8,13.9,48.3,596
1049.4,1053.5,1226.9,1182,1180.2,1127.8,1005,1070,1215,1200,1150,1130,1915,2227,2509,4643,1428,4498,1765,2207,2030,4667,1177,4485,539.9,7,7,15,15.1,3,34.1,618
1005.2,987.5,1236.9,1169.4,1161.7,1100.2,1005,1070,1220,1200,1160,1130,1839,2083,2641,6142,1302,4651,1604,1892,2574,6101,1290,4617,529.3,8,7,16.3,19.4,3.4,38.1,503
720.5,703.2,801.3,787.2,855,775.3,1050.2,1070,1200,1180,1120,1100,2060,2955,2043,5305,1557,3769,1881,3009,2000,5366,1424,3778,414,10,11.8,8,18.3,8,35.8,341
1004.4,1064.6,1221.7,1209.6,1142,1169.6,1005,1070,1220,1210,1140,1245,3533,4082,4657,13409,2476,6552,3535,4169,4750,13374,2462,6548,519.1,12.3,17.1,21.5,32.8,14.6,48.1,602
1007.9,1076.3,1221.9,1197.1,1129.8,1156.8,1005,1070,1220,1210,1140,1245,3509,4185,7084,14850,2800,6532,3535,4169,7080,14817,2875,6548,526.2,12.7,17.3,26.3,35.9,19.3,47.9,598
991.4,1045.4,1215.2,1202.1,1149.1,1114.6,1005,1070,1215,1205,1150,1245,2439,2799,2863,10330,1892,4859,2495,2943,2880,10459,1916,4911,567.3,14.7,13.6,16.5,29.8,11.1,40.8,588
612.5,501.2,791.5,760.9,685.5,664.8,1005,1070,1210,1210,1140,1245,2413,2681,3584,4010,2441,2519,2200,2300,2239,3399,1298,2518,331.2,8,7.6,15,12,10,12.8,601
1001.6,1054.4,1218.5,1202.6,1133.2,1163.3,1005,1070,1215,1200,1150,1130,3339,4244,7020,14742,2295,6074,3333,4169,6909,14733,2299,6080,521.2,14.6,16.1,26.8,35.5,13.4,44.6,616
988.9,1062.5,1222.9,1211.3,1138.5,1174.2,1005,1070,1220,1210,1140,1245,3529,4118,5462,14620,3221,6529,3535,4169,5262,14650,3227,6548,546,16.6,17.5,20.8,35.1,23.3,48.2,599
1003.4,1016.6,1225.3,1181,1141,1141.4,1005,1070,1215,1200,1140,1130,3071,3802,2564,14088,1651,6042,3281,4025,2140,14584,1678,6080,535.3,15.1,15.7,15,37.4,6.6,44.8,619
1054.8,1090.7,1249.9,1213.1,1185.8,1167.4,1005,1070,1240,1210,1250,1245,2114,2118,3408,4811,1455,5030,1710,1892,2762,4887,1535,5037,564.5,8,7,18,17.1,5.4,40.9,599
